"root_id","customer_text","suggested_intent","suggestion_confidence","_source","true_intent","confidence","rationale","_labeler","_labeled_at","_method","initial_suggestion","suggestion_source","human_confirmed","human_changed","human_changed_to"
"1966299","@GWRHelp Do you deliberately reduce the carriages on the Cardiff to BTM route in the morning?? Absolutely appalling service once again","other","0.085","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"1966804","@GWRHelp hello...is llanelli station still closed?","other","0.086","natural","timetable_info","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","timetable_info"
"1972615","@GWRHelp it was late, short formed and standing room only. When is this service going to run normally with 5 cars ? https://t.co/jbriCb6xLN","on_board_issue","0.191","targeted:on_board_issue","on_board_issue","high","rule: onboard condition","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","on_board_issue","rule","y","",""
"1978545","@GWRHelp a delayed train to Swindon means I miss connection, next train cancelled, 1.5 hours to then barely squeeze onto a packed train. https://t.co/4jepKK7QPU","delay_compensation","0.184","targeted:timetable_info","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","",""
"2001251","@GWRHelp Hi. Booked tickets a while ago for travel tmrw. C card used has been destroyed because of fraud. How can I collect tickets tmrw?","booking_issue","0.108","natural","booking_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","booking_issue","tfidf-med","y","",""
"2001752","@GWRHelp 2nd train/wk crammed Bath -London (&amp;back) almost didn't get on train, standing room only despite seat reserv #farcegreatwestern","on_board_issue","0.26","targeted:on_board_issue","on_board_issue","high","rule: onboard condition","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","on_board_issue","rule","y","",""
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","other","0.074","natural","service_disruption","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","service_disruption"
"2022953","@GWRHelp I asked for urgent info as if 0932 BPW-PAD severely delayed need to let colleagues know NOW. You haven’t bothered to reply!","delay_compensation","0.107","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","",""
"2097567","@GWRHelp Are any trains running from Bristol Temple Meads to Exeter St Davids tomorrow morning, all have warning signs on the website?","booking_issue","0.207","targeted:booking_issue","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2100281","@GWRHelp joke again your service, two carriages on stj to btm and 10 if us left behind! No help given!","lost_property","0.182","targeted:lost_property","lost_property","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","",""
"2106244","@GWRHelp @120244 good afternoon, can you tell me why the 2119 from Bristol temple meads to Cardiff is not available for the next couple of weeks? Thanks","praise_or_chatter","0.151","natural","booking_issue","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","praise_or_chatter","rule","y","y","booking_issue"
"2113302","Gd news guys standing rm only on 16:15 from Pad 2 Ssea but the buffet is open! Seriously @GWRHelp get your priorities right.","on_board_issue","0.108","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"2123147","@GWRHelp 736 PAD SLO, board reads ON TIME. Time is 739, no train in sight. Late as usual","timetable_info","0.116","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","delay_compensation"
"2124466","@GWRHelp be good to know how long you think it’s going to be until the train blocking the line at Filton is going to take to be moved? Been over an hour now.","other","0.09","natural","service_disruption","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","service_disruption"
"2133928","Coo. This refurbished @GWRHelp 158 is surprisingly nice. https://t.co/Fb8hjfBduY","other","0.084","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"2169352","@GWRHelp 

09.35 train departing from Langley cancelled.

09.58 train departing from Langley delayed by 12 minutes.","delay_compensation","0.127","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","",""
"2174289","Hey @GWRHelp what’s the scoop with the slow running on the 14:15 from Paddington to Cardiff central?","other","0.087","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2174313","Passengers waiting patiently while @GWRHelp tries to figure out why the train doors won't open. 7 min and counting... https://t.co/MHAa2kVmvi","refund_request","0.136","natural","service_disruption","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","refund_request","tfidf-med","y","y","service_disruption"
"2189442","@GWRHelp am I gonna get more than £10 off my monthly ticket this month? Bc almost every train has been delayed incl 1.5 hrs y’day!","delay_compensation","0.139","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","delay_compensation","tfidf-ambig","y","y","delay_compensation"
"2221732","@gwrhelp 15.29 Swansea to Paddington leaking through most windows in my carriage. Plus some aisle seats. Not good on a train in Wales.","seat_reservation","0.135","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","seat_reservation","tfidf-ambig","y","y","on_board_issue"
"2221735","@GWRHelp hi, any idea when adv tickets will come available for Sunday 10/12 PAD -EXD ? Ta","timetable_info","0.117","natural","booking_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","booking_issue"
"2228587","@GWRHelp Hi, I've just bought a ticket but the seat reservation seems to have disappeared. How can I book a reservation?","seat_reservation","0.172","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2233349","@GWRHelp is the 1630 Pad -&gt; Taunton completely reserved? I’m in coach K and nobody is moving down to the other 5 carriages.","seat_reservation","0.303","natural","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2233353","@GWRHelp there’s going to be a riot atBristol any minute &amp; its all down to you, piss poor &amp; people are sick of this.","timetable_info","0.109","natural","other","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","other"
"2244762","@GWRHelp we are sorry to announce...chippenham To Paddington... Delayed 22 minutes..24 minutes..28 minutes...30 minutes...grrr, just tell us the actual delay ffs","delay_compensation","0.144","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","",""
"2250056","Ignorance about ‘hidden disabilities’ on display by #Reading station staff this eve; rudeness unacceptable. @261873 @GWRHelp","praise_or_chatter","0.105","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","praise_or_chatter","tfidf-ambig","y","y","on_board_issue"
"2258492","@GWRHelp hello! The 00.07 from Oxford to Didcot is delayed - am I going to make my collection to Bath? (00.28)","other","0.072","natural","timetable_info","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","timetable_info"
"2271979","what's all this people 'saving empty seats' for their friends @GWRHelp ?","seat_reservation","0.174","natural","seat_reservation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","seat_reservation","tfidf-med","y","",""
"2273526","@GWRHelp how do I put in a complaint about station staff who are extremely unprofessional and unhelpful and then antagonise customers!!!!!!!","praise_or_chatter","0.174","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","praise_or_chatter","tfidf-med","y","y","on_board_issue"
"2275104","Appalling service from @GWRHelp - not telling us until after Filton that the already 45 minutes late train was skipping Temple Meads, instead forcing people to change at Bath, which takes longer. Train from Bath is running late too of course.","delay_compensation","0.215","natural","delay_compensation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","delay_compensation","tfidf-high","y","",""
"2313042","Hello @GWRHelp why was coach d taken off the 1601 Exeter-Paddington? Train is now ridiculously overcrowded.","seat_reservation","0.245","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2332321","@GWRHelp Morning.  I got an alert that 0621 Twy to Pad cancelled but not 0653. Can you feed back pls. Also what happened to the 53?","service_disruption","0.16","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"2333909","@GWRHelp how do you book for the Pullman service?","booking_issue","0.129","natural","booking_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","booking_issue","tfidf-med","y","",""
"2334035","@GWRHelp could you not find a newer train to go to Cardiff ? Guess there’s no chance of a drink for 2 hours","on_board_issue","0.104","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","on_board_issue","tfidf-ambig","y","y","on_board_issue"
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","0.141","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","",""
"2343359","@GWRHelp hi there, last night my train got held for almost 1 hour. What can I do to claim a compensation?","delay_compensation","0.335","natural","delay_compensation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","delay_compensation","tfidf-high","y","",""
"2382306","We interrupt this commute by stopping outside a train station for 10 minutes. Which in turn makes me late for a connecting train. Yesterday was late @GWRHelp as a season ticket holder You need to be better","delay_compensation","0.234","natural","delay_compensation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","delay_compensation","tfidf-high","y","",""
"2386768","@GWRHelp Do you have a phone number or email address for your marketing department we can use?","other","0.053","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2392894","@GWRHelp on one of your new trains, half of it is first class. *facepalm*","other","0.091","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"2395986","@GWRHelp on brand new train Paddington to Bristol -and it's BRILLIANT!!!","timetable_info","0.174","natural","praise_or_chatter","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","timetable_info","rule","y","",""
"2396578","@GWRHelp any reason for the delay on the 17.05 Portsmouth Harbour from Southampton Central?","other","0.068","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2420604","@GWRHelp Hi, was expecting to get on the Plymouth at 1300, now delayed. What time do you expect departure?","other","0.091","natural","timetable_info","high","rule: timetable/next train","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","",""
"2423181","Hi @GWRHelp, are standard class passengers not able to even walk through First Class to get to the right carriage anymore?","other","0.045","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2433572","@GWRHelp trying to book the sleeper on your website it's impossible!!","booking_issue","0.486","targeted:booking_issue","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2449554","@GWRHelp train at P4 PAD. Seats and window signs for BRI. Now BRI P5. All unreserved. Chaos. Well done! Why oh why??","seat_reservation","0.186","natural","praise_or_chatter","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2462690","Same every day @GWRHelp - do you have works planned to resolve this ongoing issue? Currently creeping into #pad again. https://t.co/NDE8xksfeD","other","0.076","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2464112","@GWRHelp your service on the reading to London paddington line is shocking at the moment, everyday delayed or cancelled trains! You are becoming the new southern rail! Pathetic","service_disruption","0.232","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"2464139","@GWRHelp why have there consistently been problems in the mornings from reading/Maidenhead into Paddington? Is there an end in sight?","other","0.08","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2466847","@GWRHelp your 19.15 from Cardiff. Would you mind awfully enforcing fire regulations. Passengers blocking Isles with suitcases. No staff #gwr","on_board_issue","0.128","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"2468985","@GWRHelp just been sitting on a train heading to Ealing Broadway, seconds before it’s due to leave it’s announced that it’s going fast to West Drayton! I can’t believe that will save any time and all you’ve done is lose a customer as I’m fed up with your service!","lost_property","0.138","natural","other","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","y","other"
"2474213","@GWRHelp dissapointed that due to your website crashing I've been charged twice. Unfortunately colleagues have not helped :(","booking_issue","0.465","targeted:booking_issue","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","delay_compensation","0.129","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","delay_compensation","tfidf-ambig","y","y","delay_compensation"
"2494244","@GWRHelp Can I travel via Bristol Temple Meads on an IET with a Super Off Peak Return from Brighton to Cardiff?","delay_compensation","0.11","natural","timetable_info","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","delay_compensation","tfidf-ambig","y","y","timetable_info"
"2506119","@GWRHelp When will engineering works/train times from Paddington to Bath on 16th Dec be finalised, please? Need to plan travel asap, Future Engineeering Works on Nat Rail website just says, 'Check nearer the time'","booking_issue","0.193","targeted:booking_issue","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2513795","Loving my Return to school. Stood in gangway between carriages on moving floor. Best way to start a Monday in2 Coach crammed mess @GWRHelp","seat_reservation","0.208","natural","on_board_issue","high","rule: onboard condition","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2514816","@GWRHelp some people would love to get to work on time, maybe just once this year will a train leave southall on time 🤷🏽‍♀️ https://t.co/NC3tcMZwXF","timetable_info","0.199","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","delay_compensation"
"2534231","@GWRHelp @ just 2 coaches rescued from a museum for Portsmouth to Brighton. Rubbish.","other","0.068","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"2538381","@gwrhelp Hi. Is there a seating plan available for IETs please? Would be helpful in choosing seat reservations.","seat_reservation","0.102","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","seat_reservation","tfidf-med","y","y","timetable_info"
"2551301","Comfy mobile office @GWRHelp style....off to the big smoke #london #LAFD https://t.co/JzvgCVZZ4W","other","0.078","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"2561416","@GWRHelp How in 2017 is it possible that your drivers STILL do not have the common courtesy to tell us why we are going slowly or randomly stopped. #ffs stillrude","timetable_info","0.127","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","on_board_issue"
"2566546","@GWRHelp Hi, how long does it take to refund a ticket? I've been waiting 10 days and its not an insignificant amount of ££.","refund_request","0.344","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2566575","@GWRHelp hi trying to book a ticket and reserve a seat for the 8.26 CDF to PAD for tomorrow but none available. Are all seats fully booked?","booking_issue","0.231","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2571618","@GWRHelp 5 hours every week from Truro to Paddington.  5 hours every week back... how can I spice it up?","other","0.065","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2572763","@GWRHelp I have been on a train for 50 mins that should take 30 with absolutely no explanation why!! 722 Paddington to Reading","timetable_info","0.2","natural","delay_compensation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","timetable_info","tfidf-high","y","y","delay_compensation"
"2577417","This train gets worse. Closed bar at didcot and now going to throw us off at Gloucester at about 9.45pm.  Not even considering trying to help fare payers @GWRHelp #trains #ombudsman","service_disruption","0.122","natural","service_disruption","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","service_disruption","tfidf-ambig","y","y","service_disruption"
"2601797","@GWRHelp So 1A04. New IEP running the service. But.... Always late. I.e. today very late. What's happening? Thought it was meant to be faster. Also. Please stop calling at unplanned stations to show off the train. I know it's pretty but I have work to go to :) K thnx bye","timetable_info","0.111","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","delay_compensation"
"2612375","@GWRHelp @SW_Help where can I get an update on the status of my refund? (Purchsed at SW, refunded at GWR) awaiting a cheque to be sent for my plus bus refund","refund_request","0.483","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2617383","Oh the rage when someone is having a phone conversation in the quiet carriage! I don’t want to hear your business conversation you imbecile!!! @GWRHelp is it acceptable to throw hummus? 😉","other","0.046","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2620164","@GWRHelp applied for refund after 75 mins delay to be told I was only delayed 15 mins!!Now not getting any response from you . Hopeless","refund_request","0.212","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2628083","Arg standing room only from Taunton to London Paddington @GWRHelp 😔 so no working my on the train for me!","on_board_issue","0.266","natural","on_board_issue","high","rule: onboard condition","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","on_board_issue","rule","y","",""
"2629631","@GWRHelp is there actually going to be a coach D on the 6:05 from Paddington this time?","seat_reservation","0.236","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2631819","@GWRHelp Trains a mess at Bath Spa this evening. No room even to get on late running Portsmouth Harbour train...Not good enough.","praise_or_chatter","0.105","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","praise_or_chatter","tfidf-ambig","y","y","on_board_issue"
"2634325","@GWRHelp hi can you upgrade to first once on the train? And if yes, how?","timetable_info","0.189","natural","other","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","other"
"2637817","Wondering why I take the train any more @GWRHelp Delayed this morning, delayed this evening. #windsor train not held. Waiting in the cold now. Reminds me, need to contact you about my last refund.","refund_request","0.332","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2656045","It's almost as if @tfl AND @GWRHelp hate me and teamed up through a deep rooted disdain for my existence in an attempt to ruin my day...","other","0.055","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2664740","@GWRHelp the 07:21 from Hanborough arrives 14 late full &amp; standing &amp; the 07:39 from Hanborough goes from on time to 16 late - any idea why?","timetable_info","0.112","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","delay_compensation"
"2682814","@GWRHelp - is the second part of my journey running? I can't see that the train to Salisbury is running and not sure what to do as I have an advance ticket... currently sat on the bus replacement to Bristol... help?! https://t.co/phrDkhW7Wx","other","0.099","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"2689783","@GWRHelp I’m on my third GWR journey in as many weekends on which reservations have been cancelled. There are rising tensions among your customers in this particular trip. Such poor service.","service_disruption","0.169","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"2691337","@GWRHelp due to your stupid strike I have had to massively change my journey making it so much longer! You better give me a refund for this!! 😡😡😡","refund_request","0.425","natural","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2697598","Top marks to @GWRHelp staff and coach staff who have stepped in to cover @121428 industrial action.","seat_reservation","0.223","natural","praise_or_chatter","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","seat_reservation","tfidf-high","y","y","praise_or_chatter"
"2697643","@GWRHelp GWR violates passenger charter by not honouring #delayrepay 
#passengercharter #shitservice","other","0.061","natural","delay_compensation","high","rule: delay repay/compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","0.16","targeted:delay_compensation","delay_compensation","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","y","delay_compensation"
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","delay_compensation","0.16","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","",""
"2731603","@GWRHelp What is going on with 16.49 from BRI to AVF? NR website suggests it is cancelled as well as running as normal!? Please advise. Also, can we have 3 carriages please?","booking_issue","0.191","targeted:booking_issue","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2736664","@121428 when will the train from Totnes arrive in Newton Abbot? Thanks","timetable_info","0.13","natural","timetable_info","high","rule: timetable/next train","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","timetable_info","rule","y","",""
"2744755","@GWRHelp not a good day to travel today. Delays on the way to Paddington this morning and and now delays on the way home to Bristol with a train limping along at 50mph.  GWR you really should do better.  And I paid £150 for this privilege.","other","0.094","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2747972","@GWRHelp Your web site is still broken, I can't book tickets! How can something so fundamental get bust in the first place and why has it taken you &gt; 1 day to fix it?","booking_issue","0.166","natural","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"2772461","@GWRHelp As the peak service to/from AVF/BRI is always short-formed, i am thinking of reserving seats so that you pay me compensation when I cannot sit (i.e. everyday). However, I need to have a reserved seat at the front of the front carriage (to get off at AVF). Possible?","seat_reservation","0.253","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"2781238","@GWRHelp just out of interest, why is the 17:23 from Reading to Oxford invariably late?","lost_property","0.16","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","y","delay_compensation"
"2788047","@GWRHelp can you tell me why the 18:45 is travelling at 35mph ? Your TM announced hot and cold snacks but omitted to mention the trains somewhat “relaxed” progress ...","other","0.075","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"2793353","Dear @GWRHelp your ticket booking website is so bad it's clearly been built over the Hellmouth.","booking_issue","0.53","targeted:booking_issue","booking_issue","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","booking_issue","tfidf-high","y","",""
"2796724","So, @GWRHelp, once again the 21.45 is cancelled. Can I have a refund for time served, if nothing else?","refund_request","0.317","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"2811065","@GWRHelp why don't you just admit you're not going to run the 07.08 from Radley rather than endlessly advancing the dept time by two mins? Hopeless service. Should have used Chiltern - cheaper and more punctual.","timetable_info","0.143","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","delay_compensation"
"2811081","@GWRHelp Great service on the West bound night riviera coach C. Like the refurb but a hook for the damp towel and small shelf for the key card would finish it off nicely.","seat_reservation","0.179","targeted:seat_reservation","praise_or_chatter","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","y","praise_or_chatter"
"2822529","@GWRHelp Hi. Forgot my season ticket so had to buy a ticket - how does it work getting this refunded?","delay_compensation","0.179","targeted:lost_property","refund_request","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","y","refund_request"
